1.44E+12,-9.45866,-2.44733,1.13843
1.44E+12,-9.46445,-2.4903,1.21472
1.44E+12,-9.49222,-2.48784,1.24603
1.44E+12,-9.45607,-2.50352,1.24759
1.44E+12,-9.45799,-2.51471,1.28468
1.44E+12,-9.46611,-2.57147,1.27754
1.44E+12,-9.45792,-2.61505,1.22317
1.44E+12,-9.46303,-2.62373,1.27597
1.44E+12,-9.46513,-2.63713,1.24304
1.44E+12,-9.46372,-2.61447,1.22418
1.44E+12,-9.44398,-2.60141,1.21149
1.44E+12,-9.49696,-2.58647,1.25014
1.44E+12,-9.47563,-2.55275,1.25825
1.44E+12,-9.41659,-2.48076,1.2097
1.44E+12,-9.4178,-2.44414,1.23996
1.44E+12,-9.43355,-2.41107,1.25018
1.44E+12,-9.4576,-2.42532,1.18208
1.44E+12,-9.51042,-2.46407,1.08086
1.44E+12,-9.51402,-2.45197,1.13542
1.44E+12,-9.50156,-2.43126,1.13112
1.44E+12,-9.45988,-2.44264,1.17012
1.44E+12,-9.45332,-2.42947,1.25006
1.44E+12,-9.52953,-2.46692,1.25186
1.44E+12,-9.5211,-2.50476,1.26369
1.44E+12,-9.50134,-2.52969,1.22575
1.44E+12,-9.47339,-2.54214,1.21544
1.44E+12,-9.47406,-2.51617,1.20886
1.44E+12,-9.45383,-2.54709,1.21068
1.44E+12,-9.41748,-2.54999,1.24284
1.44E+12,-9.44672,-2.53171,1.26479
1.44E+12,-9.45815,-2.54068,1.21249
1.44E+12,-9.47382,-2.51228,1.1891
1.44E+12,-9.48483,-2.4751,1.22455
1.44E+12,-9.48581,-2.45152,1.20432
1.44E+12,-9.48894,-2.41647,1.19504
1.44E+12,-9.49058,-2.41121,1.1992
1.44E+12,-9.46773,-2.40782,1.16696
1.44E+12,-9.51535,-2.38667,1.19667
1.44E+12,-9.49783,-2.37515,1.14328
1.44E+12,-9.4852,-2.39136,1.18666
1.44E+12,-9.51634,-2.42859,1.18254
1.44E+12,-9.53082,-2.44768,1.14566
1.44E+12,-9.5221,-2.48465,1.1461
1.44E+12,-9.4809,-2.47488,1.22461
1.44E+12,-9.46178,-2.48224,1.25658
1.44E+12,-9.44095,-2.48314,1.17903
1.44E+12,-9.44554,-2.43739,1.13492
1.44E+12,-9.46457,-2.45116,1.16048
1.44E+12,-9.44231,-2.39297,1.15846
1.44E+12,-9.44218,-2.37889,1.14528
1.44E+12,-9.4729,-2.36964,1.15585
1.44E+12,-9.47055,-2.39804,1.1795
1.44E+12,-9.50818,-2.43117,1.16147
1.44E+12,-9.51601,-2.38443,1.18428
1.44E+12,-9.49266,-2.38211,1.1183
1.44E+12,-9.48215,-2.31648,1.12517
1.44E+12,-9.4613,-2.30809,1.17725
1.44E+12,-9.46593,-2.33316,1.16354
1.44E+12,-9.50577,-2.31189,1.14459
1.44E+12,-9.53447,-2.35556,1.09
1.44E+12,-9.52684,-2.41496,1.09854
1.44E+12,-9.51273,-2.41255,1.16455
1.44E+12,-9.52968,-2.38956,1.17482
1.44E+12,-9.52354,-2.36584,1.16241
1.44E+12,-9.51657,-2.38135,1.14697
1.44E+12,-9.50942,-2.36929,1.1748
1.44E+12,-9.47942,-2.37357,1.17383
1.44E+12,-9.49525,-2.35884,1.10495
1.44E+12,-9.49274,-2.35493,1.14714
1.44E+12,-9.47792,-2.34576,1.18219
1.44E+12,-9.49693,-2.37396,1.16316
1.44E+12,-9.50052,-2.43948,1.22412
1.44E+12,-9.51492,-2.49348,1.1911
1.44E+12,-9.4976,-2.4832,1.21358
1.44E+12,-9.53015,-2.47008,1.21371
1.44E+12,-9.47643,-2.45706,1.18365
1.44E+12,-9.46391,-2.44278,1.14661
1.44E+12,-9.49409,-2.41185,1.17671
1.44E+12,-9.49733,-2.4184,1.16515
1.44E+12,-9.51553,-2.43773,1.16051
1.44E+12,-9.51598,-2.41408,1.17004
1.44E+12,-9.50398,-2.42804,1.15738
1.44E+12,-9.50168,-2.40514,1.14603
1.44E+12,-9.54892,-2.40884,1.15816
1.44E+12,-9.51833,-2.40474,1.13797
1.44E+12,-9.48819,-2.38991,1.16586
1.44E+12,-9.46822,-2.36305,1.15839
1.44E+12,-9.46463,-2.41759,1.15898
1.44E+12,-9.51431,-2.40395,1.14413
1.44E+12,-9.52091,-2.40224,1.10062
1.44E+12,-9.53464,-2.43671,1.13884
1.44E+12,-9.53841,-2.38861,1.12315
1.44E+12,-9.51146,-2.37184,1.13908
1.44E+12,-9.5106,-2.38048,1.18829
1.44E+12,-9.51505,-2.39468,1.16949
1.44E+12,-9.53925,-2.47241,1.22223
1.44E+12,-9.49989,-2.48824,1.19826
1.44E+12,-9.47575,-2.46455,1.16492
1.44E+12,-9.49156,-2.48135,1.16002
1.44E+12,-9.47157,-2.4751,1.13828
1.44E+12,-9.46304,-2.46219,1.10521
1.44E+12,-9.46474,-2.48369,1.13708
1.44E+12,-9.44098,-2.47302,1.09213
1.44E+12,-9.47205,-2.45134,1.1671
1.44E+12,-9.48879,-2.48714,1.22186
1.44E+12,-9.47729,-2.47813,1.22321
1.44E+12,-9.48535,-2.50027,1.20418
1.44E+12,-9.46874,-2.51602,1.18997
1.44E+12,-9.49264,-2.50673,1.17128
1.44E+12,-9.51512,-2.51915,1.15099
1.44E+12,-9.49721,-2.56569,1.16054
1.44E+12,-9.47229,-2.5457,1.19443
1.44E+12,-9.47211,-2.50259,1.20161
1.44E+12,-9.46503,-2.51208,1.20938
1.44E+12,-9.43301,-2.4915,1.27516
1.44E+12,-9.36124,-2.42432,1.49878
1.44E+12,-9.25978,-2.37434,1.6472
1.44E+12,-9.24822,-2.47194,1.68701
1.44E+12,-9.22456,-2.68336,1.51097
1.44E+12,-9.36037,-2.66747,1.47646
1.44E+12,-9.62675,-2.7282,1.43771
1.44E+12,-9.76242,-2.95688,1.19028
1.44E+12,-9.73402,-3.07233,1.01671
1.44E+12,-9.59755,-2.80745,1.13512
1.44E+12,-9.48015,-2.55057,1.2868
1.44E+12,-9.39966,-2.50937,1.47116
1.44E+12,-9.32724,-2.38681,1.76758
1.44E+12,-9.33203,-2.35361,1.93143
1.44E+12,-9.37054,-2.09718,2.05649
1.44E+12,-9.2421,-1.7677,2.07565
1.44E+12,-9.2388,-1.59425,1.9462
1.44E+12,-9.45654,-1.36186,2.0865
1.44E+12,-9.9548,-1.30316,2.28973
1.44E+12,-10.3195,-1.70811,2.13069
1.44E+12,-10.1199,-2.01709,1.81488
1.44E+12,-9.76198,-2.0918,1.66742
1.44E+12,-9.38509,-2.16151,1.54279
1.44E+12,-9.18404,-2.25185,1.733
1.44E+12,-9.29102,-2.05824,2.24422
1.44E+12,-9.60188,-2.17517,2.28688
1.44E+12,-9.99199,-2.95166,1.71581
1.44E+12,-10.3295,-4.397,1.06738
1.44E+12,-10.069,-6.04462,0.7285
1.44E+12,-9.51558,-6.80086,0.850418
1.44E+12,-9.04199,-6.88284,1.19244
1.44E+12,-8.51721,-6.75621,1.22725
1.44E+12,-8.00175,-6.6393,1.49837
1.44E+12,-7.63287,-6.76115,1.48349
1.44E+12,-7.27005,-7.12619,1.24397
1.44E+12,-6.70312,-7.44215,1.10852
1.44E+12,-6.19843,-7.60673,0.916412
1.44E+12,-5.63506,-7.38767,0.843567
1.44E+12,-4.95685,-7.0452,0.825226
1.44E+12,-4.22563,-6.8591,0.768326
